,participant,generated_question,evaluation_question,section_id,answer,section_question_id,evaluation_question_id
457,onor05,What is a hypothesis ?,Do you think being able to answer the question is important to work on the topic covered by the text?,236,1,236What is a hypothesis ?,8
458,onor05,What is a hypothesis ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",236,1,236What is a hypothesis ?,9
459,onor05,What is the periodic table ?,Could you understand what the question is asking?,222,1,222What is the periodic table ?,1
460,onor05,What is the periodic table ?,Is the question related to the given text?,222,1,222What is the periodic table ?,2
461,onor05,What is the periodic table ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",222,1,222What is the periodic table ?,3
462,onor05,What is the periodic table ?,Is it clear what the question asks for?,222,1,222What is the periodic table ?,4
463,onor05,What is the periodic table ?,Could you rephrase the question to make it clearer and/or error-free?,222,2,222What is the periodic table ?,5
464,onor05,What is the periodic table ?,Are students reading the text probably able to answer the question?,222,1,222What is the periodic table ?,6
465,onor05,What is the periodic table ?,Which kind of information is needed to answer the question?,222,1,222What is the periodic table ?,7
466,onor05,What is the periodic table ?,Do you think being able to answer the question is important to work on the topic covered by the text?,222,1,222What is the periodic table ?,8
467,onor05,What is the periodic table ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",222,1,222What is the periodic table ?,9
468,onor05,What are grand theories ?,Could you understand what the question is asking?,229,1,229What are grand theories ?,1
469,onor05,What are grand theories ?,Is the question related to the given text?,229,1,229What are grand theories ?,2
470,onor05,What are grand theories ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",229,1,229What are grand theories ?,3
471,onor05,What are grand theories ?,Is it clear what the question asks for?,229,2,229What are grand theories ?,4
472,onor05,What are grand theories ?,Could you rephrase the question to make it clearer and/or error-free?,229,1,229What are grand theories ?,5
473,onor05,What are grand theories ?,Are students reading the text probably able to answer the question?,229,1,229What are grand theories ?,6
474,onor05,What are grand theories ?,Which kind of information is needed to answer the question?,229,2,229What are grand theories ?,7
475,onor05,What are grand theories ?,Do you think being able to answer the question is important to work on the topic covered by the text?,229,1,229What are grand theories ?,8
476,onor05,What are grand theories ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",229,2,229What are grand theories ?,9
477,onor05,How is mass per volume expressed ?,Could you understand what the question is asking?,231,1,231How is mass per volume expressed ?,1
478,onor05,How is mass per volume expressed ?,Is the question related to the given text?,231,1,231How is mass per volume expressed ?,2
479,onor05,How is mass per volume expressed ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",231,1,231How is mass per volume expressed ?,3
480,onor05,How is mass per volume expressed ?,Is it clear what the question asks for?,231,2,231How is mass per volume expressed ?,4
481,onor05,How is mass per volume expressed ?,Could you rephrase the question to make it clearer and/or error-free?,231,1,231How is mass per volume expressed ?,5
482,onor05,How is mass per volume expressed ?,Are students reading the text probably able to answer the question?,231,1,231How is mass per volume expressed ?,6
483,onor05,How is mass per volume expressed ?,Which kind of information is needed to answer the question?,231,1,231How is mass per volume expressed ?,7
484,onor05,How is mass per volume expressed ?,Do you think being able to answer the question is important to work on the topic covered by the text?,231,1,231How is mass per volume expressed ?,8
485,onor05,How is mass per volume expressed ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",231,2,231How is mass per volume expressed ?,9
729,ilec03,What does biopsychology explore ?,Could you understand what the question is asking?,228,1,228What does biopsychology explore ?,1
730,ilec03,What does biopsychology explore ?,Is the question related to the given text?,228,1,228What does biopsychology explore ?,2
731,ilec03,What does biopsychology explore ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",228,1,228What does biopsychology explore ?,3
732,ilec03,What does biopsychology explore ?,Is it clear what the question asks for?,228,1,228What does biopsychology explore ?,4
733,ilec03,What does biopsychology explore ?,Could you rephrase the question to make it clearer and/or error-free?,228,2,228What does biopsychology explore ?,5
734,ilec03,What does biopsychology explore ?,Are students reading the text probably able to answer the question?,228,1,228What does biopsychology explore ?,6
735,ilec03,What does biopsychology explore ?,Which kind of information is needed to answer the question?,228,1,228What does biopsychology explore ?,7
736,ilec03,What does biopsychology explore ?,Do you think being able to answer the question is important to work on the topic covered by the text?,228,1,228What does biopsychology explore ?,8
737,ilec03,What does biopsychology explore ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",228,2,228What does biopsychology explore ?,9
738,ilec03,What is the main focus of symbolic interactionism ?,Could you understand what the question is asking?,234,1,234What is the main focus of symbolic interactionism ?,1
739,ilec03,What is the main focus of symbolic interactionism ?,Is the question related to the given text?,234,1,234What is the main focus of symbolic interactionism ?,2
740,ilec03,What is the main focus of symbolic interactionism ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",234,1,234What is the main focus of symbolic interactionism ?,3
741,ilec03,What is the main focus of symbolic interactionism ?,Is it clear what the question asks for?,234,1,234What is the main focus of symbolic interactionism ?,4
742,ilec03,What is the main focus of symbolic interactionism ?,Could you rephrase the question to make it clearer and/or error-free?,234,2,234What is the main focus of symbolic interactionism ?,5
743,ilec03,What is the main focus of symbolic interactionism ?,Are students reading the text probably able to answer the question?,234,1,234What is the main focus of symbolic interactionism ?,6
744,ilec03,What is the main focus of symbolic interactionism ?,Which kind of information is needed to answer the question?,234,2,234What is the main focus of symbolic interactionism ?,7
745,ilec03,What is the main focus of symbolic interactionism ?,Do you think being able to answer the question is important to work on the topic covered by the text?,234,1,234What is the main focus of symbolic interactionism ?,8
746,ilec03,What is the main focus of symbolic interactionism ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",234,1,234What is the main focus of symbolic interactionism ?,9
747,ilec03,How do humans interact with things ?,Could you understand what the question is asking?,223,1,223How do humans interact with things ?,1
748,ilec03,How do humans interact with things ?,Is the question related to the given text?,223,1,223How do humans interact with things ?,2
749,ilec03,How do humans interact with things ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",223,1,223How do humans interact with things ?,3
750,ilec03,How do humans interact with things ?,Is it clear what the question asks for?,223,1,223How do humans interact with things ?,4
751,ilec03,How do humans interact with things ?,Could you rephrase the question to make it clearer and/or error-free?,223,2,223How do humans interact with things ?,5
752,ilec03,How do humans interact with things ?,Are students reading the text probably able to answer the question?,223,1,223How do humans interact with things ?,6
753,ilec03,How do humans interact with things ?,Which kind of information is needed to answer the question?,223,2,223How do humans interact with things ?,7
754,ilec03,How do humans interact with things ?,Do you think being able to answer the question is important to work on the topic covered by the text?,223,1,223How do humans interact with things ?,8
755,ilec03,How do humans interact with things ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",223,1,223How do humans interact with things ?,9
756,ilec03,What does culture encompass ?,Could you understand what the question is asking?,224,1,224What does culture encompass ?,1
757,ilec03,What does culture encompass ?,Is the question related to the given text?,224,1,224What does culture encompass ?,2
758,ilec03,What does culture encompass ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",224,1,224What does culture encompass ?,3
759,ilec03,What does culture encompass ?,Is it clear what the question asks for?,224,2,224What does culture encompass ?,4
760,ilec03,What does culture encompass ?,Could you rephrase the question to make it clearer and/or error-free?,224,1,224What does culture encompass ?,5
761,ilec03,What does culture encompass ?,Are students reading the text probably able to answer the question?,224,1,224What does culture encompass ?,6
762,ilec03,What does culture encompass ?,Which kind of information is needed to answer the question?,224,2,224What does culture encompass ?,7
763,ilec03,What does culture encompass ?,Do you think being able to answer the question is important to work on the topic covered by the text?,224,1,224What does culture encompass ?,8
764,ilec03,What does culture encompass ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",224,1,224What does culture encompass ?,9
765,ilec03,How do sociologists study culture ?,Could you understand what the question is asking?,224,1,224How do sociologists study culture ?,1
766,ilec03,How do sociologists study culture ?,Is the question related to the given text?,224,1,224How do sociologists study culture ?,2
767,ilec03,How do sociologists study culture ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",224,1,224How do sociologists study culture ?,3
768,ilec03,How do sociologists study culture ?,Is it clear what the question asks for?,224,2,224How do sociologists study culture ?,4
769,ilec03,How do sociologists study culture ?,Could you rephrase the question to make it clearer and/or error-free?,224,1,224How do sociologists study culture ?,5
770,ilec03,How do sociologists study culture ?,Are students reading the text probably able to answer the question?,224,1,224How do sociologists study culture ?,6
771,ilec03,How do sociologists study culture ?,Which kind of information is needed to answer the question?,224,2,224How do sociologists study culture ?,7
772,ilec03,How do sociologists study culture ?,Do you think being able to answer the question is important to work on the topic covered by the text?,224,1,224How do sociologists study culture ?,8
773,ilec03,How do sociologists study culture ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",224,1,224How do sociologists study culture ?,9
774,ilec03,How are fractional or multiple SI units named ?,Could you understand what the question is asking?,230,1,230How are fractional or multiple SI units named ?,1
775,ilec03,How are fractional or multiple SI units named ?,Is the question related to the given text?,230,1,230How are fractional or multiple SI units named ?,2
776,ilec03,How are fractional or multiple SI units named ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",230,1,230How are fractional or multiple SI units named ?,3
777,ilec03,How are fractional or multiple SI units named ?,Is it clear what the question asks for?,230,1,230How are fractional or multiple SI units named ?,4
778,ilec03,How are fractional or multiple SI units named ?,Could you rephrase the question to make it clearer and/or error-free?,230,2,230How are fractional or multiple SI units named ?,5
779,ilec03,How are fractional or multiple SI units named ?,Are students reading the text probably able to answer the question?,230,1,230How are fractional or multiple SI units named ?,6
780,ilec03,How are fractional or multiple SI units named ?,Which kind of information is needed to answer the question?,230,2,230How are fractional or multiple SI units named ?,7
781,ilec03,How are fractional or multiple SI units named ?,Do you think being able to answer the question is important to work on the topic covered by the text?,230,1,230How are fractional or multiple SI units named ?,8
782,ilec03,How are fractional or multiple SI units named ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",230,1,230How are fractional or multiple SI units named ?,9
783,ilec03,What does the prefix kilo mean ?,Could you understand what the question is asking?,230,1,230What does the prefix kilo mean ?,1
784,ilec03,What does the prefix kilo mean ?,Is the question related to the given text?,230,1,230What does the prefix kilo mean ?,2
785,ilec03,What does the prefix kilo mean ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",230,1,230What does the prefix kilo mean ?,3
786,ilec03,What does the prefix kilo mean ?,Is it clear what the question asks for?,230,1,230What does the prefix kilo mean ?,4
787,ilec03,What does the prefix kilo mean ?,Could you rephrase the question to make it clearer and/or error-free?,230,2,230What does the prefix kilo mean ?,5
788,ilec03,What does the prefix kilo mean ?,Are students reading the text probably able to answer the question?,230,1,230What does the prefix kilo mean ?,6
789,ilec03,What does the prefix kilo mean ?,Which kind of information is needed to answer the question?,230,1,230What does the prefix kilo mean ?,7
790,ilec03,What does the prefix kilo mean ?,Do you think being able to answer the question is important to work on the topic covered by the text?,230,1,230What does the prefix kilo mean ?,8
791,ilec03,What does the prefix kilo mean ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",230,1,230What does the prefix kilo mean ?,9
792,ilec03,What is a community ?,Could you understand what the question is asking?,220,1,220What is a community ?,1
793,ilec03,What is a community ?,Is the question related to the given text?,220,1,220What is a community ?,2
794,ilec03,What is a community ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",220,1,220What is a community ?,3
795,ilec03,What is a community ?,Is it clear what the question asks for?,220,2,220What is a community ?,4
796,ilec03,What is a community ?,Could you rephrase the question to make it clearer and/or error-free?,220,2,220What is a community ?,5
797,ilec03,What is a community ?,Are students reading the text probably able to answer the question?,220,1,220What is a community ?,6
798,ilec03,What is a community ?,Which kind of information is needed to answer the question?,220,2,220What is a community ?,7
799,ilec03,What is a community ?,Do you think being able to answer the question is important to work on the topic covered by the text?,220,1,220What is a community ?,8
800,ilec03,What is a community ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",220,1,220What is a community ?,9
801,ilec03,What does the biosphere represent on Earth ?,Could you understand what the question is asking?,220,1,220What does the biosphere represent on Earth ?,1
802,ilec03,What does the biosphere represent on Earth ?,Is the question related to the given text?,220,2,220What does the biosphere represent on Earth ?,2
803,ilec03,What does the biosphere represent on Earth ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",220,2,220What does the biosphere represent on Earth ?,3
804,ilec03,What does the biosphere represent on Earth ?,Is it clear what the question asks for?,220,3,220What does the biosphere represent on Earth ?,4
805,ilec03,What does the biosphere represent on Earth ?,Could you rephrase the question to make it clearer and/or error-free?,220,10,220What does the biosphere represent on Earth ?,5
806,ilec03,What does the biosphere represent on Earth ?,Are students reading the text probably able to answer the question?,220,10,220What does the biosphere represent on Earth ?,6
807,ilec03,What does the biosphere represent on Earth ?,Which kind of information is needed to answer the question?,220,10,220What does the biosphere represent on Earth ?,7
808,ilec03,What does the biosphere represent on Earth ?,Do you think being able to answer the question is important to work on the topic covered by the text?,220,10,220What does the biosphere represent on Earth ?,8
809,ilec03,What does the biosphere represent on Earth ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",220,10,220What does the biosphere represent on Earth ?,9
810,ilec03,What does inductive reasoning use ?,Could you understand what the question is asking?,221,1,221What does inductive reasoning use ?,1
811,ilec03,What does inductive reasoning use ?,Is the question related to the given text?,221,1,221What does inductive reasoning use ?,2
812,ilec03,What does inductive reasoning use ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",221,2,221What does inductive reasoning use ?,3
813,ilec03,What does inductive reasoning use ?,Is it clear what the question asks for?,221,2,221What does inductive reasoning use ?,4
814,ilec03,What does inductive reasoning use ?,Could you rephrase the question to make it clearer and/or error-free?,221,1,221What does inductive reasoning use ?,5
815,ilec03,What does inductive reasoning use ?,Are students reading the text probably able to answer the question?,221,1,221What does inductive reasoning use ?,6
816,ilec03,What does inductive reasoning use ?,Which kind of information is needed to answer the question?,221,2,221What does inductive reasoning use ?,7
817,ilec03,What type of conclusions may not be true ?,Could you understand what the question is asking?,221,2,221What type of conclusions may not be true ?,1
818,ilec03,What type of conclusions may not be true ?,Is the question related to the given text?,221,10,221What type of conclusions may not be true ?,2
819,ilec03,What type of conclusions may not be true ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",221,10,221What type of conclusions may not be true ?,3
820,ilec03,What type of conclusions may not be true ?,Is it clear what the question asks for?,221,10,221What type of conclusions may not be true ?,4
821,ilec03,What type of conclusions may not be true ?,Could you rephrase the question to make it clearer and/or error-free?,221,10,221What type of conclusions may not be true ?,5
822,ilec03,What type of conclusions may not be true ?,Are students reading the text probably able to answer the question?,221,10,221What type of conclusions may not be true ?,6
823,ilec03,What type of conclusions may not be true ?,Which kind of information is needed to answer the question?,221,10,221What type of conclusions may not be true ?,7
824,ilec03,What type of conclusions may not be true ?,Do you think being able to answer the question is important to work on the topic covered by the text?,221,10,221What type of conclusions may not be true ?,8
825,ilec03,What type of conclusions may not be true ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",221,10,221What type of conclusions may not be true ?,9
826,ilec03,How does deductive reasoning begin ?,Could you understand what the question is asking?,221,1,221How does deductive reasoning begin ?,1
827,ilec03,How does deductive reasoning begin ?,Is the question related to the given text?,221,1,221How does deductive reasoning begin ?,2
828,ilec03,How does deductive reasoning begin ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",221,1,221How does deductive reasoning begin ?,3
829,ilec03,How does deductive reasoning begin ?,Is it clear what the question asks for?,221,1,221How does deductive reasoning begin ?,4
830,ilec03,How does deductive reasoning begin ?,Could you rephrase the question to make it clearer and/or error-free?,221,2,221How does deductive reasoning begin ?,5
831,ilec03,How does deductive reasoning begin ?,Are students reading the text probably able to answer the question?,221,1,221How does deductive reasoning begin ?,6
832,ilec03,How does deductive reasoning begin ?,Which kind of information is needed to answer the question?,221,1,221How does deductive reasoning begin ?,7
833,ilec03,How does deductive reasoning begin ?,Do you think being able to answer the question is important to work on the topic covered by the text?,221,2,221How does deductive reasoning begin ?,8
834,ilec03,How does deductive reasoning begin ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",221,2,221How does deductive reasoning begin ?,9
835,ilec03,What does inductive reasoning use ?,Do you think being able to answer the question is important to work on the topic covered by the text?,221,1,221What does inductive reasoning use ?,8
836,ilec03,What does inductive reasoning use ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",221,1,221What does inductive reasoning use ?,9
837,ilec03,What is forensic psychology ?,Could you understand what the question is asking?,227,1,227What is forensic psychology ?,1
838,ilec03,What is forensic psychology ?,Is the question related to the given text?,227,1,227What is forensic psychology ?,2
839,ilec03,What is forensic psychology ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",227,1,227What is forensic psychology ?,3
840,ilec03,What is forensic psychology ?,Is it clear what the question asks for?,227,1,227What is forensic psychology ?,4
841,ilec03,What is forensic psychology ?,Could you rephrase the question to make it clearer and/or error-free?,227,2,227What is forensic psychology ?,5
842,ilec03,What is forensic psychology ?,Are students reading the text probably able to answer the question?,227,1,227What is forensic psychology ?,6
843,ilec03,What is forensic psychology ?,Which kind of information is needed to answer the question?,227,2,227What is forensic psychology ?,7
844,ilec03,What is forensic psychology ?,Do you think being able to answer the question is important to work on the topic covered by the text?,227,1,227What is forensic psychology ?,8
845,ilec03,What is forensic psychology ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",227,1,227What is forensic psychology ?,9
846,ilec03,How long has the second had ?,Could you understand what the question is asking?,233,2,233How long has the second had ?,1
847,ilec03,How long has the second had ?,Is the question related to the given text?,233,10,233How long has the second had ?,2
848,ilec03,How long has the second had ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",233,10,233How long has the second had ?,3
849,ilec03,How long has the second had ?,Is it clear what the question asks for?,233,10,233How long has the second had ?,4
850,ilec03,How long has the second had ?,Could you rephrase the question to make it clearer and/or error-free?,233,10,233How long has the second had ?,5
851,ilec03,How long has the second had ?,Are students reading the text probably able to answer the question?,233,10,233How long has the second had ?,6
852,ilec03,How long has the second had ?,Which kind of information is needed to answer the question?,233,10,233How long has the second had ?,7
853,ilec03,How long has the second had ?,Do you think being able to answer the question is important to work on the topic covered by the text?,233,10,233How long has the second had ?,8
854,ilec03,How long has the second had ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",233,10,233How long has the second had ?,9
855,ilec03,What method is used to explain a phenomenon ?,Could you understand what the question is asking?,239,1,239What method is used to explain a phenomenon ?,1
856,ilec03,What method is used to explain a phenomenon ?,Is the question related to the given text?,239,1,239What method is used to explain a phenomenon ?,2
857,ilec03,What method is used to explain a phenomenon ?,Is it clear what the question asks for?,239,1,239What method is used to explain a phenomenon ?,4
858,ilec03,What method is used to explain a phenomenon ?,Could you rephrase the question to make it clearer and/or error-free?,239,2,239What method is used to explain a phenomenon ?,5
859,ilec03,What method is used to explain a phenomenon ?,Are students reading the text probably able to answer the question?,239,1,239What method is used to explain a phenomenon ?,6
860,ilec03,What method is used to explain a phenomenon ?,Which kind of information is needed to answer the question?,239,2,239What method is used to explain a phenomenon ?,7
861,ilec03,What method is used to explain a phenomenon ?,Do you think being able to answer the question is important to work on the topic covered by the text?,239,1,239What method is used to explain a phenomenon ?,8
862,ilec03,What method is used to explain a phenomenon ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",239,1,239What method is used to explain a phenomenon ?,9
863,ilec03,What is the method of learning based on ?,Could you understand what the question is asking?,239,2,239What is the method of learning based on ?,1
864,ilec03,What is the method of learning based on ?,Is the question related to the given text?,239,10,239What is the method of learning based on ?,2
865,ilec03,What is the method of learning based on ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",239,10,239What is the method of learning based on ?,3
866,ilec03,What is the method of learning based on ?,Is it clear what the question asks for?,239,10,239What is the method of learning based on ?,4
867,ilec03,What is the method of learning based on ?,Could you rephrase the question to make it clearer and/or error-free?,239,10,239What is the method of learning based on ?,5
868,ilec03,What is the method of learning based on ?,Are students reading the text probably able to answer the question?,239,10,239What is the method of learning based on ?,6
869,ilec03,What is the method of learning based on ?,Which kind of information is needed to answer the question?,239,10,239What is the method of learning based on ?,7
870,ilec03,What is the method of learning based on ?,Do you think being able to answer the question is important to work on the topic covered by the text?,239,10,239What is the method of learning based on ?,8
871,ilec03,What is the method of learning based on ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",239,10,239What is the method of learning based on ?,9
872,ilec03,What is a scientific theory ?,Could you understand what the question is asking?,239,1,239What is a scientific theory ?,1
873,ilec03,What is a scientific theory ?,Is the question related to the given text?,239,1,239What is a scientific theory ?,2
874,ilec03,What is a scientific theory ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",239,1,239What is a scientific theory ?,3
875,ilec03,What is a scientific theory ?,Is it clear what the question asks for?,239,1,239What is a scientific theory ?,4
876,ilec03,What is a scientific theory ?,Could you rephrase the question to make it clearer and/or error-free?,239,2,239What is a scientific theory ?,5
877,ilec03,What is a scientific theory ?,Are students reading the text probably able to answer the question?,239,1,239What is a scientific theory ?,6
878,ilec03,What is a scientific theory ?,Which kind of information is needed to answer the question?,239,2,239What is a scientific theory ?,7
879,ilec03,What is a scientific theory ?,Do you think being able to answer the question is important to work on the topic covered by the text?,239,1,239What is a scientific theory ?,8
880,ilec03,What is a scientific theory ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",239,1,239What is a scientific theory ?,9
881,ilec03,What method is used to explain a phenomenon ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",239,1,239What method is used to explain a phenomenon ?,3
882,ilec03,What is a conversion factor ?,Could you understand what the question is asking?,232,1,232What is a conversion factor ?,1
883,ilec03,What is a conversion factor ?,Is the question related to the given text?,232,1,232What is a conversion factor ?,2
884,ilec03,What is a conversion factor ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",232,1,232What is a conversion factor ?,3
885,ilec03,What is a conversion factor ?,Is it clear what the question asks for?,232,1,232What is a conversion factor ?,4
886,ilec03,What is a conversion factor ?,Could you rephrase the question to make it clearer and/or error-free?,232,2,232What is a conversion factor ?,5
887,ilec03,What is a conversion factor ?,Are students reading the text probably able to answer the question?,232,1,232What is a conversion factor ?,6
888,ilec03,What is a conversion factor ?,Which kind of information is needed to answer the question?,232,2,232What is a conversion factor ?,7
889,ilec03,What is a conversion factor ?,Do you think being able to answer the question is important to work on the topic covered by the text?,232,1,232What is a conversion factor ?,8
890,ilec03,What is a conversion factor ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",232,1,232What is a conversion factor ?,9
891,ilec03,What is a hypothesis ?,Could you understand what the question is asking?,236,1,236What is a hypothesis ?,1
892,ilec03,What is a hypothesis ?,Is the question related to the given text?,236,2,236What is a hypothesis ?,2
893,ilec03,What is a hypothesis ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",236,1,236What is a hypothesis ?,3
894,ilec03,What is a hypothesis ?,Is it clear what the question asks for?,236,1,236What is a hypothesis ?,4
895,ilec03,What is a hypothesis ?,Could you rephrase the question to make it clearer and/or error-free?,236,2,236What is a hypothesis ?,5
896,ilec03,What is a hypothesis ?,Are students reading the text probably able to answer the question?,236,1,236What is a hypothesis ?,6
897,ilec03,What is a hypothesis ?,Which kind of information is needed to answer the question?,236,1,236What is a hypothesis ?,7
898,ilec03,What is a hypothesis ?,Do you think being able to answer the question is important to work on the topic covered by the text?,236,2,236What is a hypothesis ?,8
899,ilec03,What is a hypothesis ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",236,3,236What is a hypothesis ?,9
900,ilec03,What are grand theories ?,Could you understand what the question is asking?,229,1,229What are grand theories ?,1
901,ilec03,What are grand theories ?,Is the question related to the given text?,229,1,229What are grand theories ?,2
902,ilec03,What are grand theories ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",229,1,229What are grand theories ?,3
903,ilec03,What are grand theories ?,Is it clear what the question asks for?,229,1,229What are grand theories ?,4
904,ilec03,What are grand theories ?,Could you rephrase the question to make it clearer and/or error-free?,229,2,229What are grand theories ?,5
905,ilec03,What are grand theories ?,Are students reading the text probably able to answer the question?,229,1,229What are grand theories ?,6
906,ilec03,What are grand theories ?,Which kind of information is needed to answer the question?,229,1,229What are grand theories ?,7
907,ilec03,What are grand theories ?,Do you think being able to answer the question is important to work on the topic covered by the text?,229,2,229What are grand theories ?,8
908,ilec03,What are grand theories ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",229,3,229What are grand theories ?,9
909,ilec03,What is homeostasis ?,Could you understand what the question is asking?,237,1,237What is homeostasis ?,1
910,ilec03,What is homeostasis ?,Is the question related to the given text?,237,2,237What is homeostasis ?,2
911,ilec03,What is homeostasis ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",237,1,237What is homeostasis ?,3
912,ilec03,What is homeostasis ?,Is it clear what the question asks for?,237,1,237What is homeostasis ?,4
913,ilec03,What is homeostasis ?,Could you rephrase the question to make it clearer and/or error-free?,237,2,237What is homeostasis ?,5
914,ilec03,What is homeostasis ?,Are students reading the text probably able to answer the question?,237,2,237What is homeostasis ?,6
915,ilec03,What is homeostasis ?,Which kind of information is needed to answer the question?,237,2,237What is homeostasis ?,7
916,ilec03,What is homeostasis ?,Do you think being able to answer the question is important to work on the topic covered by the text?,237,2,237What is homeostasis ?,8
917,ilec03,What is homeostasis ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",237,2,237What is homeostasis ?,9
918,ilec03,What is the periodic table ?,Could you understand what the question is asking?,222,1,222What is the periodic table ?,1
919,ilec03,What is the periodic table ?,Is the question related to the given text?,222,1,222What is the periodic table ?,2
920,ilec03,What is the periodic table ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",222,1,222What is the periodic table ?,3
921,ilec03,What is the periodic table ?,Is it clear what the question asks for?,222,1,222What is the periodic table ?,4
922,ilec03,What is the periodic table ?,Could you rephrase the question to make it clearer and/or error-free?,222,2,222What is the periodic table ?,5
923,ilec03,What is the periodic table ?,Are students reading the text probably able to answer the question?,222,1,222What is the periodic table ?,6
924,ilec03,What is the periodic table ?,Which kind of information is needed to answer the question?,222,1,222What is the periodic table ?,7
925,ilec03,What is the periodic table ?,Do you think being able to answer the question is important to work on the topic covered by the text?,222,2,222What is the periodic table ?,8
926,ilec03,What is the periodic table ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",222,3,222What is the periodic table ?,9
927,ilec03,What is Constructivism an extension of ?,Could you understand what the question is asking?,235,2,235What is Constructivism an extension of ?,1
928,ilec03,What is Constructivism an extension of ?,Is the question related to the given text?,235,10,235What is Constructivism an extension of ?,2
929,ilec03,What is Constructivism an extension of ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",235,10,235What is Constructivism an extension of ?,3
930,ilec03,What is Constructivism an extension of ?,Is it clear what the question asks for?,235,10,235What is Constructivism an extension of ?,4
931,ilec03,What is Constructivism an extension of ?,Could you rephrase the question to make it clearer and/or error-free?,235,10,235What is Constructivism an extension of ?,5
932,ilec03,What is Constructivism an extension of ?,Are students reading the text probably able to answer the question?,235,10,235What is Constructivism an extension of ?,6
933,ilec03,What is Constructivism an extension of ?,Which kind of information is needed to answer the question?,235,10,235What is Constructivism an extension of ?,7
934,ilec03,What is Constructivism an extension of ?,Do you think being able to answer the question is important to work on the topic covered by the text?,235,10,235What is Constructivism an extension of ?,8
935,ilec03,What is Constructivism an extension of ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",235,10,235What is Constructivism an extension of ?,9
936,ilec03,How is mass per volume expressed ?,Could you understand what the question is asking?,231,1,231How is mass per volume expressed ?,1
937,ilec03,How is mass per volume expressed ?,Is the question related to the given text?,231,1,231How is mass per volume expressed ?,2
938,ilec03,How is mass per volume expressed ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",231,1,231How is mass per volume expressed ?,3
939,ilec03,How is mass per volume expressed ?,Is it clear what the question asks for?,231,1,231How is mass per volume expressed ?,4
